"name" "taxon" "taxon.lable" "G_norm_mean"
"458" "Trema micrantha" "Plants" 2 0.967239932681506
"459" "Turpinia occidentalis" "Plants" 2 0.967239932681506
"460" "Vassobia breviflora" "Plants" 2 0.967239932681506
"461" "Vismia baccifera" "Plants" 2 0.967239932681506
"462" "Vismia cayennensis" "Plants" 2 0.967239932681506
"463" "Vismia glabra" "Plants" 2 0.967239932681506
"464" "Vismia guianensis" "Plants" 2 0.967239932681506
"465" "Vismia latifolia" "Plants" 2 0.967239932681506
"466" "Vismia lauriformis" "Plants" 2 0.967239932681506
"467" "Vismia macrophylla" "Plants" 2 0.967239932681506
"468" "Vismia magnoliifolia" "Plants" 2 0.967239932681506
"469" "Vismia sessilifolia" "Plants" 2 0.967239932681506
"470" "Vitis vinifera" "Plants" 2 0.967239932681506
"471" "Vriesea bituminosa" "Plants" 2 0.967239932681506
"472" "Vriesea gigantea" "Plants" 2 0.967239932681506
"473" "Vriesea gladioliflora" "Plants" 2 0.967239932681506
"474" "Vriesea longiscapa" "Plants" 2 0.967239932681506
"475" "Vriesea platynema" "Plants" 2 0.967239932681506
"476" "Vriesea sazimae" "Plants" 2 0.967239932681506
"477" "Weberocereus biolleyi" "Plants" 2 0.967239932681506
"478" "Weberocereus trichophorus" "Plants" 2 0.967239932681506
"479" "Weberocereus tunilla" "Plants" 2 0.967239932681506
"480" "Zapoteca formosa" "Plants" 2 0.967239932681506
