name
Artibeus concolor
Artibeus jamaicensis
Artibeus lituratus
Carollia brevicauda
Carollia castanea
Carollia perspicillata
Glossophaga commissarisi
Glossophaga longirostris
Glossophaga soricina
Hylonycteris underwoodi
Leptonycteris curasoae
Phyllostomus discolor
Phyllostomus hastatus
Platyrrhinus helleri
Rhinophylla pumilio
Sturnira lilium
Uroderma bilobatum
